Type,Literal meaning,Figurative sentence
Sarcasm,An opponent of limited dimensions can often be quite diverting.,An adversary with a limited perspective can often be quite amusing.
Sarcasm,He's anxious to get back into the challenger's face.,He can't wait to return to his challenger's face.
Sarcasm,"He loved shellfish, clams, oysters.","Loved the mollusks, the clams, the oysters."
Sarcasm,You sound very old and wise.,That sounds very old and smart.
Sarcasm,I cannot believe we're on the run again.,I can't believe we're running again.
Sarcasm,Twelve towns in 10 days. It's unthinkable.,"Twelve cities in ten days, if that's conceivable."
Sarcasm,I went to the big store in Melrose.,I was in that great store on Melrose.
Sarcasm,I-I can't tell where the air ends and my skin begins.,"I cannot determine where the air ends, where my skin begins - It's incredible"
Sarcasm,The only thing I was good at.,The one thing I've always been good at.
Sarcasm,"At last, a new tomorrow begins.","And finally, a new future is beginning."
Sarcasm,Can I not just look nice for my mom and my daddy?,Can't I just look good for mom and dad?
Sarcasm,This was my big chance.,It's my great chance.
Sarcasm,I wish I'd gotten something right for once in my life.,"Just once in my life, I'd like to get something right."
Sarcasm,But... To love someone and to be loved means an awful lot.,"But... Loving someone, and being loved means so much to me."
Sarcasm,"Very good macaroni and I eat a lot, and afterwards feel very bad.",Very good macaroni and I eat power and then I smell really wicked.
Sarcasm,Ms. Bird is kind.,Miss Bird is very nice.
Sarcasm,"We did not expect you, but you came only just in time.","We weren't expecting you, but you're right on time."
Sarcasm,"From a distance, music is much prettier.",Music is so much nicer from a distance.
Sarcasm,It's not an entirely beautiful painting!,Isn't that the most wonderful picture!
Sarcasm,today is nearly a better day than our bridal day.,Today's almost better than our real wedding day.
Sarcasm,I bring home innocent souls of young fighters.,I bring home the innocent souls Young warriors
Sarcasm,"24/7 fresh pork, and if it takes more than 20 minutes, that'll be for nothing!","24/7 pork delivers, and if it's more than 20 minutes, it's free!"
Sarcasm,I liked him calling me right away.,I loved that he called me right away.
Sarcasm,They're as verseral as tulips.,Just as versatile as tulips.
Sarcasm,They are good at eating and selling marijuana.,They're great at ingesting and selling marijuana.
Sarcasm,I find that hard to believe.,That sounds incredible to me.
Sarcasm,We became close friends.,We've become great friends.
Sarcasm,"Why, he is good-looking, is he not?","Well, he's handsome, isn't he?"
Sarcasm,Is she not perfect for me?,Isn't that perfect for me?
Sarcasm,I would like for you to kiss me.,I'd love it if you'd kiss me.
Sarcasm,I pride myself on shooting home films.,I'm proud of the way I make home movies.
Sarcasm,Everything's okay. It's over.,"Oh, it's all good. It's all over."
Sarcasm,It's not about Eguchi?,Isn't that right Eguchi?
Sarcasm,"Chez Joey, this is ridiculous.","Chez Joey. Well, that's a laugh."
Sarcasm,"Indeed, he loses a very good dinner.","A very good dinner, actually."
Sarcasm,I saw the way you talk to your parents.,"I saw you talking to your parents earlier, that's good."
Sarcasm,Stef and Lena support us too much in the relationship.,Stef and Lena are so supportive of our relationship.
Sarcasm,I would very much like to be in her shoes.,I'd love to be in her place.
Sarcasm,"Just give me the word, Eminence, and it is done.","Just tell me, Eminence, and that's that."
Sarcasm,I do a lot of entertaining.,I like lots of fun.
Sarcasm,"This is weird, you know...","Well, that's funny, you know..."
Sarcasm,It's an isolated thing.,It's a unique affair.
Sarcasm,He was obviously relieved when the formality was over and he could address himself to Hornblower again.,It was probably a relief to get this formality over and to have him speak to Hornblower again.
Sarcasm,"My God, it's heartbreaking.","Oh, my goodness, it's heartwrenching."
Sarcasm,We cannot wait here for help.,We can't wait for help to arrive.
Sarcasm,They are one of the world's most known safety firms.,They're one of the best-known security outfits in the world.
Sarcasm,"I'm in love. I'm infatuated, foolishly in love.","I'm in love, crazy in love."
Sarcasm,"Oh, for God's sake!","Oh, for the love of Lucy!"
Sarcasm,"Abolish the order, Master!","Cancel that order, master!"
Sarcasm,I can'twait to see myself!,I can hardly wait to see me!
Sarcasm,"I personally participated in 3 of the nine facial grafts that happened on this world, each as an unimaginable experience to my life so far.","I have participated in three of the nine face transplants carried out in the world, and they were the most moving experiences of my life."
Sarcasm,My husband has told me a lot about you.,Husband's told me so much about you.
Sarcasm,The human had broken a Tleilaxu egg and found another egg ad Infinitum inside.,You broke the Tleilaxu egg only to find another egg inside -- ad infinitum!
Sarcasm,This is all we've worked for!,This is everything we've been working on!
Sarcasm,This is a raid!,This here's the raid!
Sarcasm,I like to hear directly from the owner.,I'd love to hear it from the proprietor himself.
Sarcasm,Is that not good news?,Isn't it great news?
Sarcasm,Individuals with extraordinary abilities may already be among us.,"Individuals with extraordinary abilities can now be in our midst, thank you very much."
Sarcasm,And now we have a strange story.,And here's a special story.
Sarcasm,It's better than being alone.,"Well, it's nicer than being by yourself."
Sarcasm,And I'm anxious to see it.,And I can't wait to see him.
Sarcasm,We are only just beginning with you.,We're just getting started with you.
Sarcasm,I never think that far ahead.,"Never thinking, so far forward."
Sarcasm,I have an epic plan.,I have a truly impressive plan.
Sarcasm,What an unanticipated surprise.,What an unexpected pleasure.
Sarcasm,What? ...you are unbelievably hot.,What? -...you're incredibly sexy.
Sarcasm,"That's all I really want, all you've said.","Then that's really what I want, everything that you said."
Sarcasm,"Well,what did I do to deserve such a thorny welcome?","Okay, what have I done to deserve such a burning greeting?"
Sarcasm,"Not romantic, is it Craig?","Isn't it romantic, Craig?"
Sarcasm,I was relieved when my two terms were up.,It's a relief when my two seasons are over.
Sarcasm,"I stand here, unimaginably happy to be alive.","I'm standing here, and I'm just incredibly happy to be alive."
Sarcasm,"In most supersymmetric theories, the easiest of these new particles become candidates for dark matter.","So, in most supersymmetric theories, the lightest of the new particles you introduce is a very nice candidate for dark matter."
Sarcasm,"'It is fine,' said Danyal.","'It's a splendid place,' said Danyal."
Sarcasm,"I'm fine, I'm fine.",I feel good. I feel good.
Sarcasm,"The union of these two pyramids, that's unparalleled.",It's the pairing of those two pyramids. It's unique.
Sarcasm,His astonishing amount of money the unprofit organization had managed to accumulate.,It's stunning how much money a nonprofit has been able to amass.
Sarcasm,You sound so arrogant!,That sounds so smug!
Sarcasm,"The rules are the rules, no?","Rules are rules, right?"
Sarcasm,"Well, that'll be a tough task.","Well, that's a tall order."
Sarcasm,You are being given a gift.,You're getting a blessing.
Sarcasm,It's still hard to believe you're here.,I can't believe you're here.
Sarcasm,He was eager to get back to work.,He couldn't wait to return to work.
Sarcasm,I'm only asking for a new uniform.,I'd just like a new uniform.
Sarcasm,Your countrymen are so obsessed with keeping face.,Your countrymen are so predictably eager to save face.
Sarcasm,"You are a hunter, are you not?","You're a hunter, right?"
Sarcasm,You don't like all the excitement?,Don't you like the thrill?
Sarcasm,"John was the luckiest guy in the world, and he was anxious to tell everybody the news.",John was just about the happiest boy in the world and he couldn't wait to tell everyone the good news.
Sarcasm,"All in all, it was quite an argument.","All in all, it was a splendid little fight."
Sarcasm,"He was the first major Republican President of the twentieth century,","Right, it was the first great Republican president of the 20th century"
Sarcasm,So you're not happy to see me?,"Aren't you glad to see me, then?"
Sarcasm,It's not like there's anything better than this.,There's nothing better than that.
Sarcasm,That's only because of this new law.,And that's just thanks to the new law.
Sarcasm,A bit of news and controversy is never a bad thing.,A little news and controversy is always good.
Sarcasm,It's strange how life lives its own life.,It's funny how life has a life of its own.
Sarcasm,"Besides, you deserved it.","Furthermore, it is well deserved."
Sarcasm,But it is for the good of Rome that Caesar has stayed so long in Egypt.,It's good for Rome that Caesar stays in Egypt.
Sarcasm,"That was really ludicrous-the special geological equipment and sample-gatherer equipment from the Glacier Geophysics company, Anchorage, Alaska.","And this one was really funny - specialized surveying and prospecting equipment from Glacier Geophysics, Inc., of Anchorage, Alaska."
Sarcasm,We'll get enough of this when we get back to London.,That's plenty for us to enjoy when we get back to London.
Sarcasm,I feel better like this.,I feel good this way.
Sarcasm,You don't like secrets?,Don't you like mystery?
Sarcasm,"I've got a rough job here, castle, And the fact that you're here makes him a little bit merrier.","I have a hard job, Castle, and having you around makes it a little more fun."
Sarcasm,Genius would be to follow her to see if the static increases or decreases.,The brilliant thing would be to go after her and see whether the static electricity is increasing or falling.
